Serial_Number,Schedule_Number,Depot_Code,Count,Depots
4794,401B,16,16,"11,11,11,30,30,30,11,8,8,26,30,16,16,16"
4795,401B,16,16,"11,11,11,30,30,30,11,8,8,26,30,16,16,16,16"
5628,401B,11,16,"11,11,11,30,30,30,11,8,8,26,30,16,16,16,16,11"
1334,401BA,11,1,11
341,401BC,30,1,30
5811,401BJ,30,2,30
5812,401BJ,30,2,"30,30"
207,401BK,30,3,30
240,401BK,30,3,"30,30"
4817,401BK,16,3,"30,30,16"
1922,401BR,8,6,8
1923,401BR,8,6,"8,8"
3547,401BR,26,6,"8,8,26"
3551,401BR,26,6,"8,8,26,26"
3611,401BR,26,6,"8,8,26,26,26"
5561,401BR,8,6,"8,8,26,26,26,8"
33,401D,11,1,11
11,401E,11,3,11
4279,401E,17,3,"11,17"
4280,401E,17,3,"11,17,17"
2528,401EA,8,1,8
6005,401F,8,1,8
40,401J,11,1,11
60,401JC,11,1,11
34,401K,11,37,11
126,401K,30,37,"11,30"
260,401K,30,37,"11,30,30"
278,401K,12,37,"11,30,30,12"
329,401K,30,37,"11,30,30,12,30"
1168,401K,11,37,"11,30,30,12,30,11"
3027,401K,12,37,"11,30,30,12,30,11,12"
3031,401K,12,37,"11,30,30,12,30,11,12,12"
3085,401K,12,37,"11,30,30,12,30,11,12,12,12"
3096,401K,12,37,"11,30,30,12,30,11,12,12,12,12"
3099,401K,12,37,"11,30,30,12,30,11,12,12,12,12,12"
3102,401K,12,37,"11,30,30,12,30,11,12,12,12,12,12,12"
3139,401K,12,37,"11,30,30,12,30,11,12,12,12,12,12,12,12"
3381,401K,12,37,"11,30,30,12,30,11,12,12,12,12,12,12,12,12"
3407,401K,12,37,"11,30,30,12,30,11,12,12,12,12,12,12,12,12,12"
3540,401K,37,37,"11,30,30,12,30,11,12,12,12,12,12,12,12,12,12,37"
3634,401K,37,37,"11,30,30,12,30,11,12,12,12,12,12,12,12,12,12,37,37"
3635,401K,37,37,"11,30,30,12,30,11,12,12,12,12,12,12,12,12,12,37,37,37"
3639,401K,37,37,"11,30,30,12,30,11,12,12,12,12,12,12,12,12,12,37,37,37,37"
3641,401K,37,37,"11,30,30,12,30,11,12,12,12,12,12,12,12,12,12,37,37,37,37,37"
3642,401K,37,37,"11,30,30,12,30,11,12,12,12,12,12,12,12,12,12,37,37,37,37,37,37"
4096,401K,31,37,"11,30,30,12,30,11,12,12,12,12,12,12,12,12,12,37,37,37,37,37,37,31"
4097,401K,31,37,"11,30,30,12,30,11,12,12,12,12,12,12,12,12,12,37,37,37,37,37,37,31,31"
4098,401K,31,37,"11,30,30,12,30,11,12,12,12,12,12,12,12,12,12,37,37,37,37,37,37,31,31,31"
4100,401K,31,37,"11,30,30,12,30,11,12,12,12,12,12,12,12,12,12,37,37,37,37,37,37,31,31,31,31"
4102,401K,31,37,"11,30,30,12,30,11,12,12,12,12,12,12,12,12,12,37,37,37,37,37,37,31,31,31,31,31"
4104,401K,31,37,"11,30,30,12,30,11,12,12,12,12,12,12,12,12,12,37,37,37,37,37,37,31,31,31,31,31,31"
4105,401K,31,37,"11,30,30,12,30,11,12,12,12,12,12,12,12,12,12,37,37,37,37,37,37,31,31,31,31,31,31,31"
4123,401K,17,37,"11,30,30,12,30,11,12,12,12,12,12,12,12,12,12,37,37,37,37,37,37,31,31,31,31,31,31,31,17"
4126,401K,17,37,"11,30,30,12,30,11,12,12,12,12,12,12,12,12,12,37,37,37,37,37,37,31,31,31,31,31,31,31,17,17"
4130,401K,17,37,"11,30,30,12,30,11,12,12,12,12,12,12,12,12,12,37,37,37,37,37,37,31,31,31,31,31,31,31,17,17,17"
4815,401K,16,37,"11,30,30,12,30,11,12,12,12,12,12,12,12,12,12,37,37,37,37,37,37,31,31,31,31,31,31,31,17,17,17,16"
4879,401K,21,37,"11,30,30,12,30,11,12,12,12,12,12,12,12,12,12,37,37,37,37,37,37,31,31,31,31,31,31,31,17,17,17,16,21"
4992,401K,21,37,"11,30,30,12,30,11,12,12,12,12,12,12,12,12,12,37,37,37,37,37,37,31,31,31,31,31,31,31,17,17,17,16,21,21"
6251,401K,31,37,"11,30,30,12,30,11,12,12,12,12,12,12,12,12,12,37,37,37,37,37,37,31,31,31,31,31,31,31,17,17,17,16,21,21,31"
6299,401K,33,37,"11,30,30,12,30,11,12,12,12,12,12,12,12,12,12,37,37,37,37,37,37,31,31,31,31,31,31,31,17,17,17,16,21,21,31,33"
6425,401K,17,37,"11,30,30,12,30,11,12,12,12,12,12,12,12,12,12,37,37,37,37,37,37,31,31,31,31,31,31,31,17,17,17,16,21,21,31,33,17"
4993,401K0,21,1,21
1314,401K1,11,1,11
4451,401K2,8,1,8
3034,401K4,12,1,12
3071,401K6,12,1,12
4170,401K8,17,1,17
3813,401KA,37,1,37
2960,401KB,26,10,26
3036,401KB,12,10,"26,12"
3082,401KB,12,10,"26,12,12"
3264,401KB,12,10,"26,12,12,12"
3485,401KB,26,10,"26,12,12,12,26"
3553,401KB,26,10,"26,12,12,12,26,26"
3567,401KB,26,10,"26,12,12,12,26,26,26"
4101,401KB,31,10,"26,12,12,12,26,26,26,31"
4103,401KB,31,10,"26,12,12,12,26,26,26,31,31"
6338,401KB,37,10,"26,12,12,12,26,26,26,31,31,37"
3667,401KC,26,2,26
3814,401KC,37,2,"26,37"
4489,401KM,26,2,26
4490,401KM,26,2,"26,26"
3074,401L,12,1,12
1854,401M,8,27,8
1855,401M,8,27,"8,8"
3043,401M,12,27,"8,8,12"
3048,401M,12,27,"8,8,12,12"
3050,401M,12,27,"8,8,12,12,12"
3052,401M,12,27,"8,8,12,12,12,12"
3057,401M,12,27,"8,8,12,12,12,12,12"
3063,401M,12,27,"8,8,12,12,12,12,12,12"
3075,401M,12,27,"8,8,12,12,12,12,12,12,12"
3118,401M,12,27,"8,8,12,12,12,12,12,12,12,12"
3122,401M,12,27,"8,8,12,12,12,12,12,12,12,12,12"
3130,401M,12,27,"8,8,12,12,12,12,12,12,12,12,12,12"
3133,401M,12,27,"8,8,12,12,12,12,12,12,12,12,12,12,12"
3486,401M,26,27,"8,8,12,12,12,12,12,12,12,12,12,12,12,26"
3487,401M,26,27,"8,8,12,12,12,12,12,12,12,12,12,12,12,26,26"
3488,401M,26,27,"8,8,12,12,12,12,12,12,12,12,12,12,12,26,26,26"
3618,401M,26,27,"8,8,12,12,12,12,12,12,12,12,12,12,12,26,26,26,26"
3826,401M,37,27,"8,8,12,12,12,12,12,12,12,12,12,12,12,26,26,26,26,37"
3827,401M,37,27,"8,8,12,12,12,12,12,12,12,12,12,12,12,26,26,26,26,37,37"
3828,401M,37,27,"8,8,12,12,12,12,12,12,12,12,12,12,12,26,26,26,26,37,37,37"
4106,401M,31,27,"8,8,12,12,12,12,12,12,12,12,12,12,12,26,26,26,26,37,37,37,31"
4388,401M,26,27,"8,8,12,12,12,12,12,12,12,12,12,12,12,26,26,26,26,37,37,37,31,26"
4816,401M,16,27,"8,8,12,12,12,12,12,12,12,12,12,12,12,26,26,26,26,37,37,37,31,26,16"
4896,401M,21,27,"8,8,12,12,12,12,12,12,12,12,12,12,12,26,26,26,26,37,37,37,31,26,16,21"
4907,401M,21,27,"8,8,12,12,12,12,12,12,12,12,12,12,12,26,26,26,26,37,37,37,31,26,16,21,21"
4913,401M,21,27,"8,8,12,12,12,12,12,12,12,12,12,12,12,26,26,26,26,37,37,37,31,26,16,21,21,21"
4920,401M,21,27,"8,8,12,12,12,12,12,12,12,12,12,12,12,26,26,26,26,37,37,37,31,26,16,21,21,21,21"
3079,401M1,12,1,12
1768,401M2,8,1,8
2963,401M3,26,1,26
1839,401M4,8,1,8
3250,401M5,26,1,26
4452,401M6,26,1,26
6336,401M7,37,1,37
3620,401MA,26,2,26
3819,401MA,37,2,"26,37"
1918,401MC,8,6,8
2965,401MC,26,6,"8,26"
2978,401MC,26,6,"8,26,26"
2989,401MC,26,6,"8,26,26,26"
3793,401MC,26,6,"8,26,26,26,26"
5507,401MC,17,6,"8,26,26,26,26,17"
3817,401MD,37,1,37
3824,401MK,37,2,37
5565,401MK,31,2,"37,31"
4544,401MN,21,1,21
5287,401MS,21,1,21
4818,401N,16,2,16
4820,401N,16,2,"16,16"
330,401Q,30,1,30
178,401R,30,17,30
331,401R,30,17,"30,30"
352,401R,30,17,"30,30,30"
4642,401R,21,17,"30,30,30,21"
4838,401R,21,17,"30,30,30,21,21"
4840,401R,21,17,"30,30,30,21,21,21"
4841,401R,21,17,"30,30,30,21,21,21,21"
4853,401R,21,17,"30,30,30,21,21,21,21,21"
4858,401R,21,17,"30,30,30,21,21,21,21,21,21"
4859,401R,21,17,"30,30,30,21,21,21,21,21,21,21"
4864,401R,21,17,"30,30,30,21,21,21,21,21,21,21,21"
4866,401R,21,17,"30,30,30,21,21,21,21,21,21,21,21,21"
4869,401R,21,17,"30,30,30,21,21,21,21,21,21,21,21,21,21"
4873,401R,21,17,"30,30,30,21,21,21,21,21,21,21,21,21,21,21"
4875,401R,21,17,"30,30,30,21,21,21,21,21,21,21,21,21,21,21,21"
5722,401R,21,17,"30,30,30,21,21,21,21,21,21,21,21,21,21,21,21,21"
5838,401R,21,17,"30,30,30,21,21,21,21,21,21,21,21,21,21,21,21,21,21"
332,401RA,30,2,30
5767,401RA,21,2,"30,21"
5727,401RB,21,1,21
2310,401RC,8,4,8
2332,401RC,8,4,"8,8"
3302,401RC,26,4,"8,8,26"
5798,401RC,26,4,"8,8,26,26"
2324,401RF,8,1,8
4616,401RH,21,1,21
6231,401T,22,1,22
1764,401Y,30,1,30
5496,402-D,30,1,30
129,402A,30,1,30
80,402B,11,9,11
104,402B,11,9,"11,11"
105,402B,11,9,"11,11,11"
106,402B,11,9,"11,11,11,11"
156,402B,11,9,"11,11,11,11,11"
275,402B,11,9,"11,11,11,11,11,11"
303,402B,11,9,"11,11,11,11,11,11,11"
1165,402B,11,9,"11,11,11,11,11,11,11,11"
2863,402B,11,9,"11,11,11,11,11,11,11,11,11"
1340,402C,30,1,30
15,402D,11,11,11
79,402D,11,11,"11,11"
135,402D,30,11,"11,11,30"
256,402D,11,11,"11,11,30,11"
301,402D,11,11,"11,11,30,11,11"
333,402D,30,11,"11,11,30,11,11,30"
1095,402D,11,11,"11,11,30,11,11,30,11"
1097,402D,11,11,"11,11,30,11,11,30,11,11"
1328,402D,11,11,"11,11,30,11,11,30,11,11,11"
4802,402D,11,11,"11,11,30,11,11,30,11,11,11,11"
6265,402D,11,11,"11,11,30,11,11,30,11,11,11,11,11"
334,402G,30,1,30
335,402J,30,1,30
173,402M,30,1,30
20,402N,11,1,11
110,404C,11,2,11
235,404C,30,2,"11,30"
1113,404E,11,1,11
336,404J,30,1,30
1535,407-B,11,1,11
1534,407B,30,1,30
183,407C,30,1,30
337,407D,30,1,30
282,407E,11,1,11
1585,407F,43,1,43
1233,410-PS,22,1,22
5685,410A,22,5,22
5981,410A,22,5,"22,22"
5982,410A,22,5,"22,22,22"
6518,410A,22,5,"22,22,22,22"
6519,410A,22,5,"22,22,22,22,22"
1835,410D,9,1,9
2417,410F,20,6,20
2715,410F,4,6,"20,4"
3120,410F,33,6,"20,4,33"
3152,410F,26,6,"20,4,33,26"
3153,410F,8,6,"20,4,33,26,8"
5830,410F,33,6,"20,4,33,26,8,33"
5293,410FA,21,12,21
5729,410FA,21,12,"21,21"
5874,410FA,26,12,"21,21,26"
5875,410FA,26,12,"21,21,26,26"
5876,410FA,26,12,"21,21,26,26,26"
5889,410FA,37,12,"21,21,26,26,26,37"
5916,410FA,16,12,"21,21,26,26,26,37,16"
5921,410FA,16,12,"21,21,26,26,26,37,16,16"
5923,410FA,16,12,"21,21,26,26,26,37,16,16,16"
5924,410FA,16,12,"21,21,26,26,26,37,16,16,16,16"
6004,410FA,8,12,"21,21,26,26,26,37,16,16,16,16,8"
6112,410FA,31,12,"21,21,26,26,26,37,16,16,16,16,8,31"
4367,410FB,20,2,20
4403,410FB,4,2,"20,4"
6228,410FC,16,4,16
6233,410FC,16,4,"16,16"
6247,410FC,16,4,"16,16,16"
6260,410FC,16,4,"16,16,16,16"
6323,410G,37,2,37
6341,410G,12,2,"37,12"
5752,410J,31,1,31
3123,410N,26,2,26
3128,410N,26,2,"26,26"
1234,410PS,22,3,22
1296,410PS,22,3,"22,22"
1359,410PS,22,3,"22,22,22"
2835,411A,4,2,4
3798,411A,4,2,"4,4"
4220,411D,32,1,32
2371,411J,27,1,27
1554,412A,23,1,23
4476,415A,14,1,14
402,415B,14,3,14
407,415b,14,1,14
408,415B,14,3,14
4487,415B,14,3,"14,14"
425,415D,14,2,14
4506,415D,14,2,"14,14"
1408,415E,10,1,10
412,415F,14,2,14
413,415F,14,2,"14,14"
410,415G,14,1,14
3985,415H,30,2,30
3986,415H,30,2,"30,30"
3832,415J,26,1,26
2219,43A,20,3,20
2375,43A,2,3,"20,2"
2443,43A,20,3,"20,2,20"
2730,43B,20,7,20
3046,43B,33,7,"20,33"
3072,43B,33,7,"20,33,33"
3309,43B,3,7,"20,33,33,3"
3715,43B,3,7,"20,33,33,3,3"
4690,43B,16,7,"20,33,33,3,3,16"
4693,43B,16,7,"20,33,33,3,3,16,16"
2485,43C,20,2,20
4732,43C,16,2,"20,16"
2986,43D,33,1,33
2579,43E,20,5,20
3214,43E,4,5,"20,4"
6191,43E,3,5,"20,4,3"
6284,43E,33,5,"20,4,3,33"
6537,43E,3,5,"20,4,3,33,3"
3316,43G,3,1,3
2136,43H,20,2,20
2141,43H,2,2,"20,2"
4721,43J,16,1,16
4725,43M,16,1,16
2348,443A,20,4,20
2731,443A,4,4,"20,4"
2856,443A,4,4,"20,4,4"
4349,443A,34,4,"20,4,4,34"
2457,45A,20,1,20
2342,45B,20,4,20
2991,45B,33,4,"20,33"
4803,45B,20,4,"20,33,20"
4925,45B,21,4,"20,33,20,21"
2786,45C,2,1,2
2372,45D,2,16,2
2422,45D,20,16,"2,20"
2435,45D,20,16,"2,20,20"
2755,45D,33,16,"2,20,20,33"
2781,45D,33,16,"2,20,20,33,33"
2798,45D,33,16,"2,20,20,33,33,33"
2883,45D,33,16,"2,20,20,33,33,33,33"
2923,45D,33,16,"2,20,20,33,33,33,33,33"
2930,45D,33,16,"2,20,20,33,33,33,33,33,33"
2933,45D,33,16,"2,20,20,33,33,33,33,33,33,33"
2934,45D,33,16,"2,20,20,33,33,33,33,33,33,33,33"
3018,45D,33,16,"2,20,20,33,33,33,33,33,33,33,33,33"
3073,45D,33,16,"2,20,20,33,33,33,33,33,33,33,33,33,33"
3178,45D,33,16,"2,20,20,33,33,33,33,33,33,33,33,33,33,33"
3265,45D,33,16,"2,20,20,33,33,33,33,33,33,33,33,33,33,33,33"
3330,45D,3,16,"2,20,20,33,33,33,33,33,33,33,33,33,33,33,33,3"
2696,45E,20,6,20
2906,45E,33,6,"20,33"
2982,45E,33,6,"20,33,33"
3091,45E,33,6,"20,33,33,33"
4926,45E,21,6,"20,33,33,33,21"
5477,45E,31,6,"20,33,33,33,21,31"
2943,45F,33,2,33
5512,45F,17,2,"33,17"
2625,45G,20,5,20
4641,45G,16,5,"20,16"
4661,45G,16,5,"20,16,16"
4677,45G,16,5,"20,16,16,16"
6197,45G,16,5,"20,16,16,16,16"
4931,45H,16,1,16
2493,45J,20,3,20
3164,45J,33,3,"20,33"
6140,45J,33,3,"20,33,33"
4733,45K,16,1,16
4807,46A,20,3,20
4808,46A,20,3,"20,20"
4809,46A,20,3,"20,20,20"
468,500-DK,14,1,14
364,500A,14,29,14
422,500A,14,29,"14,14"
1012,500A,11,29,"14,14,11"
1538,500A,10,29,"14,14,11,10"
1539,500A,10,29,"14,14,11,10,10"
1631,500A,10,29,"14,14,11,10,10,10"
2210,500A,20,29,"14,14,11,10,10,10,20"
2610,500A,4,29,"14,14,11,10,10,10,20,4"
2611,500A,4,29,"14,14,11,10,10,10,20,4,4"
2613,500A,4,29,"14,14,11,10,10,10,20,4,4,4"
2614,500A,4,29,"14,14,11,10,10,10,20,4,4,4,4"
2615,500A,4,29,"14,14,11,10,10,10,20,4,4,4,4,4"
2616,500A,4,29,"14,14,11,10,10,10,20,4,4,4,4,4,4"
2617,500A,4,29,"14,14,11,10,10,10,20,4,4,4,4,4,4,4"
2619,500A,4,29,"14,14,11,10,10,10,20,4,4,4,4,4,4,4,4"
2620,500A,4,29,"14,14,11,10,10,10,20,4,4,4,4,4,4,4,4,4"
2621,500A,4,29,"14,14,11,10,10,10,20,4,4,4,4,4,4,4,4,4,4"
2622,500A,4,29,"14,14,11,10,10,10,20,4,4,4,4,4,4,4,4,4,4,4"
2628,500A,4,29,"14,14,11,10,10,10,20,4,4,4,4,4,4,4,4,4,4,4,4"
2629,500A,4,29,"14,14,11,10,10,10,20,4,4,4,4,4,4,4,4,4,4,4,4,4"
2817,500A,4,29,"14,14,11,10,10,10,20,4,4,4,4,4,4,4,4,4,4,4,4,4,4"
3053,500A,4,29,"14,14,11,10,10,10,20,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4"
3263,500A,4,29,"14,14,11,10,10,10,20,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4"
5212,500A,21,29,"14,14,11,10,10,10,20,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,21"
5285,500A,21,29,"14,14,11,10,10,10,20,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,21,21"
6015,500A,4,29,"14,14,11,10,10,10,20,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,21,21,4"
6105,500A,4,29,"14,14,11,10,10,10,20,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,21,21,4,4"
6170,500A,4,29,"14,14,11,10,10,10,20,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,21,21,4,4,4"
6314,500A,4,29,"14,14,11,10,10,10,20,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,21,21,4,4,4,4"
1624,500A1,10,1,10
302,500AA,11,4,11
304,500AA,11,4,"11,11"
351,500AA,30,4,"11,11,30"
5474,500AA,30,4,"11,11,30,30"
426,500AB,14,3,14
1540,500AB,10,3,"14,10"
1541,500AB,10,3,"14,10,10"
1914,500B,8,4,8
3592,500B,26,4,"8,26"
3605,500B,26,4,"8,26,26"
6491,500B,23,4,"8,26,26,23"
1618,500BA,23,2,23
1623,500BA,10,2,"23,10"
6490,500BC,23,1,23
672,500C,24,18,24
677,500C,24,18,"24,24"
679,500C,24,18,"24,24,24"
722,500C,24,18,"24,24,24,24"
726,500C,24,18,"24,24,24,24,24"
727,500C,29,18,"24,24,24,24,24,29"
728,500C,24,18,"24,24,24,24,24,29,24"
732,500C,29,18,"24,24,24,24,24,29,24,29"
744,500C,29,18,"24,24,24,24,24,29,24,29,29"
809,500C,24,18,"24,24,24,24,24,29,24,29,29,24"
957,500C,6,18,"24,24,24,24,24,29,24,29,29,24,6"
1403,500C,29,18,"24,24,24,24,24,29,24,29,29,24,6,29"
3756,500C,3,18,"24,24,24,24,24,29,24,29,29,24,6,29,3"
4519,500C,24,18,"24,24,24,24,24,29,24,29,29,24,6,29,3,24"
4522,500C,24,18,"24,24,24,24,24,29,24,29,29,24,6,29,3,24,24"
4523,500C,24,18,"24,24,24,24,24,29,24,29,29,24,6,29,3,24,24,24"
4603,500C,6,18,"24,24,24,24,24,29,24,29,29,24,6,29,3,24,24,24,6"
6040,500C,15,18,"24,24,24,24,24,29,24,29,29,24,6,29,3,24,24,24,6,15"
2647,500CA,4,2,4
2849,500CA,20,2,"4,20"
2662,500CF,4,4,4
4655,500CF,4,4,"4,4"
4658,500CF,4,4,"4,4,4"
6317,500CF,4,4,"4,4,4,4"
4132,500CT,31,2,31
4136,500CT,31,2,"31,31"
50,500D,11,35,11
56,500D,11,35,"11,11"
511,500D,29,35,"11,11,29"
516,500D,29,35,"11,11,29,29"
521,500D,29,35,"11,11,29,29,29"
540,500D,29,35,"11,11,29,29,29,29"
555,500D,29,35,"11,11,29,29,29,29,29"
651,500D,29,35,"11,11,29,29,29,29,29,29"
670,500D,29,35,"11,11,29,29,29,29,29,29,29"
903,500D,24,35,"11,11,29,29,29,29,29,29,29,24"
904,500D,24,35,"11,11,29,29,29,29,29,29,29,24,24"
906,500D,24,35,"11,11,29,29,29,29,29,29,29,24,24,24"
912,500D,24,35,"11,11,29,29,29,29,29,29,29,24,24,24,24"
1004,500D,11,35,"11,11,29,29,29,29,29,29,29,24,24,24,24,11"
1006,500D,11,35,"11,11,29,29,29,29,29,29,29,24,24,24,24,11,11"
1007,500D,11,35,"11,11,29,29,29,29,29,29,29,24,24,24,24,11,11,11"
1009,500D,11,35,"11,11,29,29,29,29,29,29,29,24,24,24,24,11,11,11,11"
1501,500D,23,35,"11,11,29,29,29,29,29,29,29,24,24,24,24,11,11,11,11,23"
1563,500D,23,35,"11,11,29,29,29,29,29,29,29,24,24,24,24,11,11,11,11,23,23"
1599,500D,23,35,"11,11,29,29,29,29,29,29,29,24,24,24,24,11,11,11,11,23,23,23"
1635,500D,10,35,"11,11,29,29,29,29,29,29,29,24,24,24,24,11,11,11,11,23,23,23,10"
3489,500D,29,35,"11,11,29,29,29,29,29,29,29,24,24,24,24,11,11,11,11,23,23,23,10,29"
3491,500D,29,35,"11,11,29,29,29,29,29,29,29,24,24,24,24,11,11,11,11,23,23,23,10,29,29"
3500,500D,29,35,"11,11,29,29,29,29,29,29,29,24,24,24,24,11,11,11,11,23,23,23,10,29,29,29"
4176,500D,10,35,"11,11,29,29,29,29,29,29,29,24,24,24,24,11,11,11,11,23,23,23,10,29,29,29,10"
4178,500D,10,35,"11,11,29,29,29,29,29,29,29,24,24,24,24,11,11,11,11,23,23,23,10,29,29,29,10,10"
4527,500D,14,35,"11,11,29,29,29,29,29,29,29,24,24,24,24,11,11,11,11,23,23,23,10,29,29,29,10,10,14"
4575,500D,4,35,"11,11,29,29,29,29,29,29,29,24,24,24,24,11,11,11,11,23,23,23,10,29,29,29,10,10,14,4"
6073,500D,38,35,"11,11,29,29,29,29,29,29,29,24,24,24,24,11,11,11,11,23,23,23,10,29,29,29,10,10,14,4,38"
6119,500D,23,35,"11,11,29,29,29,29,29,29,29,24,24,24,24,11,11,11,11,23,23,23,10,29,29,29,10,10,14,4,38,23"
6171,500D,6,35,"11,11,29,29,29,29,29,29,29,24,24,24,24,11,11,11,11,23,23,23,10,29,29,29,10,10,14,4,38,23,6"
6224,500D,6,35,"11,11,29,29,29,29,29,29,29,24,24,24,24,11,11,11,11,23,23,23,10,29,29,29,10,10,14,4,38,23,6,6"
6242,500D,6,35,"11,11,29,29,29,29,29,29,29,24,24,24,24,11,11,11,11,23,23,23,10,29,29,29,10,10,14,4,38,23,6,6,6"
6243,500D,6,35,"11,11,29,29,29,29,29,29,29,24,24,24,24,11,11,11,11,23,23,23,10,29,29,29,10,10,14,4,38,23,6,6,6,6"
6555,500D,15,35,"11,11,29,29,29,29,29,29,29,24,24,24,24,11,11,11,11,23,23,23,10,29,29,29,10,10,14,4,38,23,6,6,6,6,15"
1506,500D0,23,2,23
5633,500D0,14,2,"23,14"
915,500D1,24,2,24
5636,500D1,14,2,"24,14"
920,500D2,24,2,24
1520,500D2,23,2,"24,23"
921,500D3,24,3,24
1522,500D3,23,3,"24,23"
4443,500D3,10,3,"24,23,10"
1526,500D4,23,3,23
3484,500D4,29,3,"23,29"
4444,500D4,10,3,"23,29,10"
1527,500D5,23,1,23
1529,500D6,23,1,23
6067,500D7,38,2,38
6558,500D7,24,2,"38,24"
1993,500D8,15,3,15
5888,500D8,6,3,"15,6"
6541,500D8,24,3,"15,6,24"
1504,500D9,23,2,23
3327,500D9,8,2,"23,8"
6377,500DA,29,1,29
6326,500DB,14,4,14
6328,500DB,14,4,"14,14"
6329,500DB,10,4,"14,14,10"
6337,500DB,10,4,"14,14,10,10"
1199,500DC,32,2,32
1226,500DC,32,2,"32,32"
1093,500DG,40,6,40
4006,500DG,40,6,"40,40"
4017,500DG,43,6,"40,40,43"
4027,500DG,43,6,"40,40,43,43"
4034,500DG,40,6,"40,40,43,43,40"
4037,500DG,40,6,"40,40,43,43,40,40"
647,500DH,19,3,19
1055,500DH,19,3,"19,19"
1071,500DH,19,3,"19,19,19"
381,500DK,14,6,14
399,500DK,14,6,"14,14"
6050,500DK,14,6,"14,14,14"
6051,500DK,10,6,"14,14,14,10"
6053,500DK,23,6,"14,14,14,10,23"
6054,500DK,23,6,"14,14,14,10,23,23"
5892,500DM,10,8,10
5893,500DM,10,8,"10,10"
5894,500DM,14,8,"10,10,14"
5895,500DM,14,8,"10,10,14,14"
6022,500DM,24,8,"10,10,14,14,24"
6024,500DM,24,8,"10,10,14,14,24,24"
6025,500DM,24,8,"10,10,14,14,24,24,24"
6029,500DM,24,8,"10,10,14,14,24,24,24,24"
6480,500DS,10,4,10
6481,500DS,10,4,"10,10"
6482,500DS,10,4,"10,10,10"
6483,500DS,23,4,"10,10,10,23"
3799,500E,41,1,41
671,500F,24,19,24
845,500F,24,19,"24,24"
914,500F,29,19,"24,24,29"
935,500F,29,19,"24,24,29,29"
940,500F,29,19,"24,24,29,29,29"
1010,500F,41,19,"24,24,29,29,29,41"
2304,500F,2,19,"24,24,29,29,29,41,2"
2551,500F,34,19,"24,24,29,29,29,41,2,34"
2623,500F,34,19,"24,24,29,29,29,41,2,34,34"
3770,500F,3,19,"24,24,29,29,29,41,2,34,34,3"
3774,500F,3,19,"24,24,29,29,29,41,2,34,34,3,3"
3783,500F,3,19,"24,24,29,29,29,41,2,34,34,3,3,3"
3787,500F,3,19,"24,24,29,29,29,41,2,34,34,3,3,3,3"
3789,500F,3,19,"24,24,29,29,29,41,2,34,34,3,3,3,3,3"
4635,500F,41,19,"24,24,29,29,29,41,2,34,34,3,3,3,3,3,41"
5584,500F,23,19,"24,24,29,29,29,41,2,34,34,3,3,3,3,3,41,23"
6058,500F,38,19,"24,24,29,29,29,41,2,34,34,3,3,3,3,3,41,23,38"
6079,500F,38,19,"24,24,29,29,29,41,2,34,34,3,3,3,3,3,41,23,38,38"
6160,500F,6,19,"24,24,29,29,29,41,2,34,34,3,3,3,3,3,41,23,38,38,6"
248,500G,30,3,30
1622,500G,10,3,"30,10"
1737,500G,10,3,"30,10,10"
907,500GA,38,1,38
1221,500H,32,5,32
1222,500H,32,5,"32,32"
1223,500H,32,5,"32,32,32"
5819,500H,19,5,"32,32,32,19"
5820,500H,19,5,"32,32,32,19,19"
5210,500J,21,2,21
5736,500J,21,2,"21,21"
6033,500KK,15,4,15
6034,500KK,15,4,"15,15"
6035,500KK,15,4,"15,15,15"
6036,500KK,15,4,"15,15,15,15"
908,500L,38,14,38
946,500L,38,14,"38,38"
949,500L,38,14,"38,38,38"
995,500L,38,14,"38,38,38,38"
996,500L,38,14,"38,38,38,38,38"
997,500L,38,14,"38,38,38,38,38,38"
2635,500L,4,14,"38,38,38,38,38,38,4"
2636,500L,4,14,"38,38,38,38,38,38,4,4"
2637,500L,4,14,"38,38,38,38,38,38,4,4,4"
2638,500L,4,14,"38,38,38,38,38,38,4,4,4,4"
6137,500L,4,14,"38,38,38,38,38,38,4,4,4,4,4"
6163,500L,4,14,"38,38,38,38,38,38,4,4,4,4,4,4"
6302,500l,4,1,4
6396,500L,4,14,4
6561,500L,15,14,"4,15"
896,500Q,24,14,24
898,500Q,24,14,"24,24"
901,500Q,24,14,"24,24,24"
902,500Q,24,14,"24,24,24,24"
905,500Q,24,14,"24,24,24,24,24"
1887,500Q,24,14,"24,24,24,24,24,24"
1888,500Q,24,14,"24,24,24,24,24,24,24"
1889,500Q,24,14,"24,24,24,24,24,24,24,24"
4537,500Q,8,14,"24,24,24,24,24,24,24,24,8"
5553,500Q,8,14,"24,24,24,24,24,24,24,24,8,8"
