busstop,trips
"Muslim Colony","572"
"Mylasandra Cross","572"
"Prasanna Talkies Magadi Road,RAJAJINAGARA,OPPOSITE OF SHRINGAR JEWELLARY","572"
"St Johns Hospital","572"
"Thalaghattapura","572"
"Boldwin Girls High School","574"
"Jakkasandra","574"
"Jn of Marathalli Bridge,MARATHAHALLI,IN FRONT OF SOUL SPACE PARDIGM","574"
"Vijaya College,BASAVANAGUDI,BESIDE VIJAYA COLLEGE","576"
"St .Josephs high schools","578"
"BMTC Depot-12 Gate Kengeri,KENGERI,OPPOSITE OF IMAC INDIA BODY BUILD LTD","580"
"Basavanagara,MYSORE ROAD CHECK POST(BASAVESHWARA NAGARA),OPPOSITE OF VISHWA VOKKALIGARA MAHA SAMSTHANA MUTT","580"
"Echal Mara Vidyaranyapura,VIDYARANYAPURA,BESIDE KARNATAKA BANK","580"
"Indira Nagar Double Road,INDIRA NAGARA,OPPOSITE OF HALLMARK & CARPETS & GIFTS","580"
"R T Nagara Post Office,RT NAGARA,OPPOSITE OF SYNDICATE BANK","580"
"Rahmath Nagara,RT NAGARA POST OFFICE,OPPOSITE OF NANDINI HOTEL","580"
"Vannarapete","580"
"Byana Palya, VAJARAHALLI","582"
"Dinnur,RT NAGARA,OPPOSITE OF SRI SHABARI DARSHAN HOTEL","582"
"Janapriya Apartments,JANAPRIYA APARTMENTS,BESIDE OPEN AREA","582"
"Deepanjalinagara Depot-16,DEEPANJALI NAGARA,OPPOSITE OF DEPOT 16","584"
"ITC,COOKES TOWN,OPPOSITE OF CANARA MANSION APARTMENTS","586"
"Poornima Talkies,K.S.GARDEN,BESIDE KAVERI ENTERPRISES","586"
"Brook Bond","588"
"Subbaianapalya,SUBBAIAHAN PALYA,BESIDE AYYAPPA TEMPLE","588"
"Venkateshapura,VENKATESHPURAM,IN FRONT OF BHARATH SWEETS","588"
"Chandapura,CHANDAPURA,ANEKAL TALUKU,IN FRONT OF S.K. MEDICALS & GENERAL STORES","590"
"Chikkabanawara Railway Gate,CHIKKA BANAVARA,BESIDE GREEN COMFORT CAMPUS HOME","590"
"Eco Space,BELLANDUR,IN FRONT OF MARUTHI SUZUKI MOTORS","592"
"Sapthagiri College Chikka Banawara,KIRLOSKAR LAYOUT,BESIDE NEW UDUPI UPAHARA","592"
"Ambedkar College,KENGUNTE, MALLATHAHALLI,OPPOSITE OF AMBEDKAR COLLEGE","594"
"Hope Form,IN FRONT OF FARM HOUSE","594"
"Jn of Magadi Road,BEGGARS COLONY,IN FRONT OF BEGGARS COLONY AREA & GROUND","594"
"Alisda,JALAHALLI,BESIDE MILITARY GATE","596"
"NTTF","596"
"Multiplex Marathahalli,MARATHAHALLI,BESIDE PRESTIGE TECH PARK","598"
"Government Soap Factory","600"
"Jn of Kasturi Nagara,KASTURI NAGARA,BESIDE SHRI SHANTI TOWER","600"
"Raghuvanahalli Gate","600"
"Vijayanagara,VIJAYANAGARA,BESIDE OM ARCADE, SONY SHOW ROOM","600"
"Double Road Shanthinagar","602"
"Jayanagara 40th Cross,JAYANAGARA 5TH BLOCK,BESIDE LIC OFFICE","602"
"Jn of Nagavara,NAGAVARA,IN FRONT OF RASI TVS SERVICE CENTER","602"
"KR Puram Railway Station,KR PURAM,OPPOSITE OF BRIDGE","602"
"Narayanapura Cross","602"
"Veeranna Palya,NAGAVARA,OPPOSITE OF UDUPI UPHAR HOTEL","602"
"Vidyaranyapura Post Office,VIDYARANYAPURA,BESIDE OPEN AREA","602"
"Contonment Railway Station,SHIVAJI NAGARA,BESIDE RAILWAY STATION","608"
"Indian Oil,SUBBAIAHAN PALYA,OPPOSITE OF BATA SHOW ROOM","608"
"Jai Bharath Nagara,MARUTHI SEVA NAGARA,BESIDE CANARA BANK","608"
"Maruthi Seva Nagara,MARUTHI SEVA NAGARA,IN FRONT OF SWATHI SWEETS","608"
"Maruthi mandira,VIJAYANAGARA,BESIDE BUNNY BAKERY","608"
"BEL Hospital,JALAHALLI,OPPOSITE OF  BEL FACTORY GATE","610"
"Canara Bank","610"
"Nagaland Circle,JALAHALLI,OPPOSITE OF BEL QUARTERS","610"
"Mathikere,MATHIKERE,IN FRONT OF VINAYAKA CONDIMENTS","614"
"RVTeachers College,BASAVANAGUDI,OPPOSITE OF MEGA AGENSIS","614"
"Rajagopalanagar Rajni Farms,PEENYA INDUSTRIAL AREA 2ND STAGE,BESIDE CANARA BANK ATM","616"
"Sowdamini Kalyana Mantapa,BANK COLONY,IN FRONT OF SOWDAMINI KALYANA MANTAPA","616"
"Channabyregowda Circle Hosakote","618"
"Attiguppe,RPC LAYOUT,OPPOSITE OF SYNDICATE BANK","620"
"Banashankari 3rd Stage 3rd Phase,BANASHANKARI 3RD STAGE,IN FRONT OF LITTLE MILLENIUM NURSERY SCHOOL","620"
"PES College","620"
"Foreman Training Insititue,INDUSTRIAL SUB-URBAN YESHAWANTHA PARK - 3RD STAGE,IN FRONT OF MODERN BREAD FACTORY","622"
"Rajaji Nagar 1st Block,MAHALAKSHMIPURAM,BESIDE CITY CARS","624"
"Kada Bisanahalli,KADABEESANAHALLI,IN FRONT OF V.R.CHAMBERS","626"
"Budigere Cross","628"
"Devarabisanahalli,DEVERA BISANAHALLI,OPPOSTIE OF COUNTRY CLUB","628"
"Hoodi,IN FRONT OF NETRA HOTEL VEG & NON VEG","628"
"Kanteerava Studio,INDUSTRIAL SUB-URBAN YESHAWANTHA PARK - 3RD STAGE,IN FRONT OF RADHAKRISHNA MANDIRA","628"
"Lourdhubhai Kalyana mantapa,PREMA NAGARA,IN FRONT OF KANVA WINES","628"
"Nanjappa Circle,VIDYARANYAPURA,BESIDE J.K.MART","628"
"Rajapalya,BESIDE MUTHOOT FINANCE","628"
"Reliance Petrol Bunk Guragunte palya,INDUSTRIAL SUB-URBAN YESHAWANTHA PARK - 3RD STAGE,IN FRONT OF RELIANCE PETROL BUNK","628"
"CIL,JC NAGARA, RT NAGARA,IN FRONT OF KARANTH ENCLAVE","630"
"Hennagra Gate,BOMMASANDRA,OPPOSITE OF UNION BANK ATM,GOWDRA COMPLEX","632"
"Munireddy Palya","634"
"Rajajinagara 6th Block,RAJAJINAGARA,BESIDE RAJU SCOOTER GARAGE","634"
"Bone Mill,BONE MILL,BESIDE PAVAN MEDICALS","636"
"Jayanagara 3rd block,JAYANAGARA 3RD BLOCK,OPPOSITE OF SYNDICATE BANK","638"
"Bannerghatta Circle","640"
"Gubbalala Gate","640"
"Kamakya Talkies,BANASHANKARI 3RD STAGE,IN FRONT OF BMTC DEPOT-13","640"
"Dairy Circle Yalahanka New Town,YELAHANKA NEW TOWN,BESIDE DAZZLE SUPER MARKET","642"
"Cauvery Nagara,BANASHANKRI 2ND STAGE KAVERI NAGARA,BESIDE VINAYAKA SABHA BHAVANA","646"
"Kalyana Nagara,KALYANA NAGARA,OPPOSITE OF INDO ASIAN ACADEMY DEGREE COLLEGE","646"
"Makali","646"
"Yarab Nagara,BANASHANKRI 2ND STAGE KAVERI NAGARA,OPPOSITE OF BRAHMALINGESHWARA CONDIMENTS","646"
"Post Office,BANASHANKARI, 2ND STAGE,OPPOSITE POST OFFICE, BANASHANKARI, 2ND STAGE","648"
"Vokkaligara School,SRIGANDHA KAVALU,BESIDE VOKKALIGARA SANGHA SCHOOL, SRIGANDHA KAVALU","648"
"AMC College Bannerghatta Road","650"
"Vijaya Bank Banneragatta Circle","650"
"Kendriya Vidyalaya CPRI","652"
"Manipal Center,M.G.ROAD,BESIDE MILITARY GATE","652"
"Anchepalya Nelamangla Road","654"
"Bhorka Steel,GARUDACHAR PALYA,IN FRONT OF ABB. BHORUKA TECH PARK","654"
"Chikkagollarahatti","656"
"Prarthana School,PADMANABHA NAGARA,OPPOSITE OF PRARTHANA SCHOOL","656"
"Shetty Halli Cross,INDIAN AIR FORCE JALAHALLI,NEAR & OPPOSITE OF STATE BANK OF INDIA ATM","658"
"Halasur,HALASURU,BESIDE R.V.LIQUORS","660"
"Old Sai Baba Hospitals","660"
"Shanthi Nagara Bus Station","660"
"Hennur Depot","662"
"Nagarabhavi BDA Complex,NAGARABHAVI 2ND STAGE,BESIDE ADESHWAR ELECTRO WORLD","662"
"Deepa Complex,PAPAREDDY PALYA,BESIDE DEEPA COMPLEX","666"
"Hosakerahalli Cross,BANASHANKARI 3RD STAGE,IN FRONT OF BWSSB","666"
"Aladamara Papareddy palya,NAGARABHAVI 2ND STAGE,BESIDE ALADAMARA","668"
"Rajajinagara 6th Block,RAJAJINAGARA,BESIDE VITTAL KRISHNA BAKERY","668"
"Magadi Road TollGate,VIDYARANYA NAGARA,BESIDE SLNS BAR","672"
"Wilson Garden 10th Cross,WILSON GARDEN,BESIDE KARNATAKA HANDBALL ASSOCIATION","672"
"Gowdana palya,GOWDANA PALYA,OPPOSITE OF SRI BALAJI C.D.CENTRE","674"
"Venkateshapura","674"
"Forest Gate","676"
"B Narayanapura,DOORAVANI NAGARA,OPPOSITE OF SRI MANJUNATHA STEEL ALLOYS","678"
"Bank Colony,BANASHANKARI 1ST STAGE, SRINIVASANAGARA,IN FRONT OF SULABH SHOWCHALAYA","678"
"Garudachar Palya,HOODI,IN FRONT OF XYLEM AIR BUS","678"
"Mahadevapura Cross,HOODI,IN FRONT OF BASAVESHWARA KHANAVALI","678"
"Seetha Cricle","678"
"Srinivasa Nagara,BANASHANKARI 1ST STAGE, SRINIVASANAGARA,OPPOSITE OF BANK OF BARODA","678"
"St Marthas Hospital,BESIDE POLICE HEAD QUARTERS","680"
"Tulip Resort Cross","680"
"Vidhana Soudha","680"
"White Field","680"
"14th Main HSR Layout,HSR LAYOUT,IN FRONT OF WESTMEAD CLINIC","682"
"Devegowda Petrol Bunk,BANASHANKARI 3RD STAGE,BESIDE BIG MEGA MART","682"
"Kempegowda Medical  Hospital,BANASHANKARI 3RD STAGE,OPPOSITE OF KEMPEGOWDA MEDICAL COLLEGE","682"
"Rajajinagar ESI,RAJAJINAGARA,BESIDE SACHIN REPROGRAPHICS","682"
"Doddakallasandra","684"
"JC Nagara,JC NAGARA,BESIDE POST OFFICE","684"
"Kalkere","684"
"Madanayakanahalli","684"
"Lakshmipura Ulsoor,INDIRA NAGARA,BESIDE BBMP BURIAL GROUND","688"
"Varthuru Kodi","688"
"Maniksha Parade Ground","694"
"Jalahalli Cross,PEENYA INDUSTRIAL AREA,OPPOSITE OF INDIAN BANK","696"
"TCI Tumkur Road","698"
"Madavara","700"
"Telephone Exchange,JAYANAGARA 5TH BLOCK,SAMSKRUTI BANQUET HALL","706"
"Bommasandra,BOMMASANDRA,IN FRONT OF D-MAST MALL","708"
"Chinmaya Mission Hospital,INDIRANAGARA,BESIDE POSTAL OFFICERS QUARERS C & D BLOCK","712"
"Jindal","712"
"Laggere Arch,LAGGERE,NEAR SAI BABA TEMPLE","712"
"Tippasandra,INDIRANAGARA,BESIDE SPENCERS SUPER, COLUMBIA ASIA","712"
"Jayanagara Bus Stand,JAYANAGARA 4TH BLOCK,BESIDE JAIN TEMPLE","714"
"Ragigudda,JAYANAGARA 9TH BLOCK,BESIDE RAGHAVENDRA UPAHARA","714"
"Manu Vana Vijayanagara,VIJAYANAGARA,BESIDE SUB REGISTER OFFICE","718"
"MG Road Anil Kumble Circle","720"
"State Bank Of India,BESIDE HONDA SERVISING COMPANY","720"
"Binni Mill,COTTONPET,BINNIMILL","724"
"Magadi Road 10th Cross","724"
"Indiranagar Police Station,INDIRANAGARA,BESIDE JEALOUS-21","728"
"Chikka Bidarakallu","732"
"Morision Factory","732"
"Rani Saraladevi School,JAYANAGARA 1ST BLOCK,BESIDE SATYASAI TOURS & TRAVELS","738"
"Jal Bhavan","740"
"Deepak","742"
"Kattumnallur Gate","742"
"Widia School Tumkur Road","742"
"Dubasi Palya Cross","748"
"Indira Nursing Home Tyagarajanagar,BANASHANKARI 2ND STAGE,BESIDE INDIRA NURSING HOME","748"
"BTM Layout Bus Stop,BTM LAYOUT 2ND STAGE,IN FROUNT OF KUVEMPUNAGRA BUS STAND","750"
"Kodigehalli gate,BESIDE ROYAL OAK WOOD IN CORPORATION","750"
"Tumkur Road 8th Mile,8TH MILE,BESIDE DURGA SAW MILL","750"
"Koramangala Water Tank,KORAMANGALA RING ROAD,OPPOSITE OF KARNATAKA BANK","752"
"Hope Form","754"
"Muneshwaranagara Nandini Layout,NANDINI LAYOUT,BESIDE NANDINI LAYOUT SLUM QUARTERS","754"
"Lalbagh West Gate,V.V.PURAM,BESIDE HDFC BANK","758"
"Trinity Circle,HALASURU,BESIDE M.G.ROAD & A STAR CENTER","760"
"Modi Hospital,MAHALAKSHMIPURAM,IN FRONT OF M.C.MODI EYE HOSPITAL","762"
"Chikkabommasandra Cross","768"
"RV Teachers College,BASAVANAGUDI,BESIDE MEGA AGENSIS","772"
"CSI Hospital","776"
"HSR Apartment,KORAMANAGALA, HSR LAYOUT,IN FRONT OF ARANYA MULTI CUISINE RESTAURANT","788"
"College Stop Gollarahatti","790"
"Deepanjali nagara BMT-16,DEEPANJALI NAGARA,OPPOSITE OF DEPOT 16","790"
"Rajkumar Samadhi,2ND BLOCK, NANDINI LAYOUT,OPPOSITE OF RAJKUMAR SAMADHI","790"
"Rajaji Nagar Old Police station,RAJAJINAGARA,BESIDE SAHITYA LOKA BOOK HOUSE","792"
"Huskur Gate,ELECTRONIC CITY POST,BESIDE ESTATE GARDEN","796"
"Sheni Mahatma Temple","800"
"Prasanna Talkies Magadi Road","802"
"Avalahalli","806"
"Gollarahatti","806"
"Nagadevanahalli RR Temple,NAGADEVANAHALLI,BESIDE S.L.V.GLASS & PLY WOODS","806"
"Ramgundanhalli","808"
"Koli Farm Gate Bannerghatta Road","810"
"Kenchanapura Cross,NAGADEVANAHALLI,BESIDE H.P.PETROL BUNK","814"
"Koramangala","816"
"Veerasandra Gate,ELECTRONIC CITY POST,IN FRONT OF SHANKAR INFRASTRUCTURE MATERIAL LIMITED","818"
"Bhattarahalli","822"
"Medahalli","822"
"Attiguppe,RPC LAYOUT,BESIDE SYNDICATE BANK","824"
"North Road,BASAVANAGUDI,BESIDE ADHI BASAVA TEMPLE","824"
"Konnappana Agrahara,ELECTRONIC CITY POST,IN FRONT OF AXIS BANK","826"
"Canara Bank Koramangala,KORAMANGALA RING ROAD,BESIDE SPICE HOT SHOP","828"
"Hosmat Hospital","828"
"Wilson Garden police Station,WILSON GARDEN,BESIDE KITTUR RANI CHANNAMMA PARKLAKKASANDRA","828"
"Shankar Mutt,BASAVESHWARANAGARA,IN FRONT OF SWAMY VIVEKANANDA PARK","830"
"Dodda Bommasandra Arch,DODDA BOMMASANDRA,BESIDE OPEN AREA","832"
"TVS Cross Peenya 2nd Stage,PEENYA INDUSTRIAL AREA,OPPOSITE OF SRI DHARMASTALA UPAHAR HOTEL","834"
"Yelahanka,YELAHANKA,BESIDE WATER TANK","834"
"Electronic City,ELECTRONIC CITY POST,OPPOSITE OF N.T.T.F. FOUNDATION","836"
"Forties Hospital","836"
"Jayanagara 5th Block,JAYANAGARA 5TH BLOCK,BESIDE KRISHNA SEVA ASHRAMA HOSPITAL","836"
"Shanthi Nagara Bus Station,SHANTHI NAGAR,OPPOSITE TO SHANTHINAGAR TTMC","838"
"Ashwathanagara Nagawara","840"
"KR Puram New Layout","844"
"Mallathahalli,MALLATHAHALLI,BESIDE BHAGAVAN BUDDA HOMEOPATHIC MEDICAL COLLEGE","844"
"Subbaiah Circle","846"
"Ganga Nagara","848"
"Vinayaka Talkies KR Market","848"
"Anche Palya,ANCHEPALYA,Mysore Road","854"
"Jalli Machine Bannerghatta Road","854"
"Rajarajeshwari Medical College,ANCHEPALYA MYSORE ROAD,IN FRONT OF RAJA RAJESWARI MEDICAL COLLEGE AND HOSPITAL","854"
"Bagalagunte,BAGALAGUNTE,BESIDE MATAJI STEEL CENTER","856"
"Sarai Palya Nagawar","862"
"Brundavana Peenya 2nd Stage,PEENYA INDUSTRIAL AREA 2ND STAGE,OPPOSITE OF INDIAN BANK","866"
"NTTF,N.T.T.F.CROSS,OPPOSITE OF INDIAN BANK","866"
"Peenya 2nd stage 14th Cross,PEENYA INDUSTRIAL AREA 2ND STAGE,OPPOSITE OF PEENYA GYMKHANA","866"
"Rolling Mill,PEENYA INDUSTRIAL AREA,IN FRONT OF HITZE EQUIPMENTS PVT LTD","866"
"System Jalahalli Cross,PEENYA INDUSTRIAL AREA,IN FRONT OF NEW TIMBER INDUSTRY","866"
"B P L,OPPOSITE OF CINEMA HALL","868"
"HBR Layout","870"
"Telephone Exchange,JAYANAGARA 4TH BLOCK,BESIDE BSNL OFFICE","870"
"Central Silk Board,MADIWALA,IN FRONT OF SHRI KRISHNA BHAVAN HOTEL","872"
"Kadirenahalli Cross,BANASHANKRI 2ND STAGE KAVERI NAGARA,BESIDE KAVERI GLASS & PLYWOODS","872"
"Widia School Bagalagunte,T.DASARAHALLI,BESIDE ESHWARI MEDICALS","876"
"Binni Pete,BINNI PETE,HOPCOMS MARKET","878"
"State Bank BEL Circle,BHARAT ELECTRONICS LIMITED,IN FRONT OF BHARAT ELECTRONICS LIMITED PARK","880"
"University Quarters,JNANAJYOTHI NAGARA,BESIDE SRI VENKATESHWARA CHOULTRY","880"
"Royan Circle","882"
"Siddapura","884"
"Thubarahalli","884"
"Allalasandra Gate","892"
"Tambuchettipalya Gate Hoskote Road","892"
"Basaveshwara College,RAJAJINAGARA,BESIDE SACHIN REPROGRAPHICS","896"
"Mahalakshmi Layout Entarence,MAHALAKSHMI LAYOUT,IN FRONT OF SAPTHAGIRI CHOULTRY","900"
"Basavanapura Gate","902"
"ITPL,OPPOSITE OF I.T.P.L. MAIN GATE","902"
"PVP Shool,JNANAGANGA NAGARA,OPPOSITE OF P.V.P.SCHOOL","902"
"Kundalahalli Gate","904"
"Aerodrum","906"
"Gottigere High School","912"
"Mariyappana Palya,MARIYAPPANA PALYA,BESIDE DODDAMMA TEMPLE","914"
"Pattandur Agrahara Gate,IN FRONT OF APPOLO PHARMACY","914"
"Srinivasa Temple,MAHALAKSHMI LAYOUT,IN FRONT OF BBMP PARK","920"
"Kalena Agrahara","922"
"Loyala School","922"
"kadirenahalli cross,BANASHANKRI 2ND STAGE TEACHERS COLONY,BESIDE S.A.F00T WEAR","922"
"Rajaji Nagara Ramamandira,RAJAJINAGARA 4TH BLOCK,OPPOSITE OF RAMA MANDIRA TEMPLE","924"
"Ashrama,OPPOSITE OF BHARATH PETROL BUNK","926"
"Basappa Circle","926"
"Dairy Hegganahalli,HEGGANA HALLI,IN FRONT OF I.I.F.L.GOLD LOAN","926"
"Jayadeva Hospital,JAYANAGARA 9TH BLOCK,HEALTHY INTERNATIONAL HOMEOPATHY","926"
"Minarva Circle,V.V.PURAM","926"
"Philomena Hospital,AUSTIN TOWN,OPPOSITE OF S.M.PERLE","926"
"Prajwal School","928"
"Hosakote High School","936"
"Hosakote Kodi","936"
"Hegganahalli,HEGGANA HALLI,OPPOSITE OF HODAY BADRIYA","950"
"Indian Express,BESIDE INDIAN EXPRESS BUILDING","952"
"Quality Biscuits","956"
"Old Police Station ESI,RAJAJINAGARA 4TH BLOCK,OPPOSITE OF RAJU ELECTRICALS","960"
"Rajaji Nagara ESI Hospital,RAJAJINAGARA 2ND BLOCK,BESIDE ESI HOSPITAL","960"
"Kadugondanahalli","962"
"Hegganahalli Cross,HEGGANA HALLI,OPPOSITE OF AMBIKA BAKERY & SWEETS","964"
"Neelagiri Thopu,SUNKADA KATTE,IN FRONT OF S.S.K.CHOULTRY","964"
"Canara Bank Rajaji Nagara,RAJAJINAGARA,BESIDE KULAKARNI CLINIC","966"
"Basaveshwara College,RAJAJINAGARA 2ND BLOCK,BESIDE BASAVESHWARA COLLEGE","968"
"Monotype,BANASHANKARI, 2ND STAGE,OPPOSITE OF THALAM AL-TIUS","970"
"Austin Town,AUSTIN TOWN,BESIDE KALIYAMMA TEMPLE","972"
"Sujatha Talkies,RAMACHANDRAPURAM,OPPOSITE OF SUJATHA THEATRE","974"
"Wilson Garden 12th Cross,WILSON GARDEN,OPPOSITE OF PRESTIGE KITECHEN SMART","976"
"Navrang Talkies,RAJAJINAGARA 2ND BLOCK,OPPOSITE OF DATTATREYA JEWELLARY","980"
"Kadugodi","984"
"Wilson Garden Police Station,WILSON GARDEN,OPPOSITE OF SYNDICATE BANK","990"
"Byadarahalli","996"
"Murgeshpalya,Opp.Sir MV COLLAGE","998"
"Bashyam Circle,RAJAJINAGARA,BESIDE PRABHU BOOK WORKS","1002"
"Bamboo Bazaar,SHIVAJI NAGARA,BESIDE HKBK DEGREE COLLEGE","1006"
"Corporation,CORPORATION,IN FRONT OF BBMP, CORPORATION","1010"
"8th Mile T Dasarahalli","1012"
"Vasantha Nagara","1020"
"PESCollege","1022"
"Town Hall,OPPOSITE OF RANI CHANNAMMA STATUE","1030"
"Mekhri Circle","1032"
"Kamalanagar Water Tank,BASAVESHWARANAGARA,OPPOSITE OF AXIS BANK","1036"
"Cunningham Road","1038"
"Museum Kasturba Road","1044"
"Anjananagar Gollarahatti","1046"
"Doddi","1054"
"MCTC Bus Stand,BAPUJINAGAR","1058"
"Rajaji Nagar 1st Block,RAJAJINAGARA,BESIDE JANHAVI MEDICALS","1058"
"BEL Circle,BHARAT ELECTRONICS LIMITED,IN FRONT OF BHARAT ELECTRONICS LIMITED COMPOUND","1068"
"Ramakrishna Ashrama,GAVIPURAM EXTENTION,OPPOSITE OF STATE BANK OF INDIA","1084"
"Mylasandra Gate","1086"
"Marenahalli Petrol Bunk,PATTABHIRAMA NAGARA,BESIDE AKKA MAHADEVI PARK","1090"
"Rajagopalanagar Rajni Farms,PEENYA INDUSTRIAL AREA 2ND STAGE,IN FRONT OF MANJUNATHA REFRESHMENT","1090"
"Konanakunte Cross","1092"
"Sirsi Circle,SIRSI CIRCLE","1092"
"Yelahanka Satelite Town","1092"
"Gottigere","1096"
"Jayanagara 3rd Block,JAYANAGARA 3RD BLOCK,OPPOSITE OF UTL TECHNOLOGIS","1096"
"Hulimavu Gate","1100"
"Meenakshi Temple","1100"
"KR Puram","1104"
"Herohalli Cross","1108"
"Ibbaluru Sarjapura Road","1108"
"KR Puram Railway Station,KR PURAM,BACK SIDE OF RAILWAY STATION","1108"
"Madavan Park,JAYANAGARA 3RD BLOCK,OPPOSITE OF ORIENTAL INSUARENCE","1108"
"TJohn College Cross","1114"
"Bangalore High School,KEMPE GOWDA NAGARA,IN FRONT OF MORE MEGHA STORE","1118"
"Rolling Mill,PEENYA INDUSTRIAL AREA,BESIDE ARVIND MOTORS","1122"
"Brundavana Peenya 2nd Stage,PEENYA INDUSTRIAL AREA 2ND STAGE,IN FRONT OF NEW TIMBER INDUSTRY","1128"
"Peenya 14th Cross,PEENYA INDUSTRIAL AREA 2ND STAGE,OPPOSITE OF SISTEMS MANUFACTURING PVT LTD","1128"
"Arakere Gate Byrapura","1134"
"Yeshwanthpura","1134"
"SRS Jalahalli Cross","1142"
"Yeshwanthpura Tollgate,YESHAWANTHAPURA,OPPOSITE OF KENDRIYA VIDYALAYA","1142"
"Periyar Nagara Circle","1144"
"Gurappana palya","1176"
"Yeshawanthapura TTMC","1178"
"BTM water Tank,BTM LAYOUT,IN FRONT OF CORPORATION BANK","1182"
"Mathikere,MATHIKERE,BESIDE DR.SHYAMPRASAD MUKHERJEE FLYOVER ARCH","1182"
"Navarang Talkies,RAJAJINAGARA,BESIDE SHIKAR BAR","1184"
"Church,KENGERI UPANAGARA","1188"
"Jayanagara 4th Block,TTMC","1192"
"Yeshwanthpura TTMC","1192"
"Mariyappana Palya,RAJAJIANAGARA 2ND BLOCK,BESIDE UTTAM TEA AGENCIES","1194"
"ITI Calony Gate","1200"
"Divanara palya,DIVANRA PALYA, MATHIKERE,OPPOSITE OF SHANIMAHATHMA TEMPLE","1202"
"Ramaiah College Mathikere,MATHIKERE,IN FRONT OF GANESHA DARSHINI HOTEL","1202"
"Military Dairy Farm,BESIDE MILITARY COMPOUND","1204"
"Metro konanakunte","1210"
"Jn of Magadi Road","1216"
"Vasantha Nagara Ambedkar Bhavan","1222"
"Commando Hospital","1224"
"Udupi Garden 16th Main,BTM LAYOUT,BESIDE BANGLOR ONE CENTER","1224"
"Jn of Hosur Road,OPPOSITE OF STAPLE","1226"
"Sarakki","1226"
"Kohinoor Ground,GAVIPURAM EXTENTION,IN FRONT OF D.NAGANNA PLAY GROUND","1228"
"Yelachenahalli","1228"
"Bangalore University Gate Mysore Road","1238"
"Hanumantha Nagara Ward Office,HANUMANTHA NAGARA,OPPOSITE OF AXIS BANK & HDFC BANK ATM","1244"
"MICO Layout,BTM LAYOUT 1ST STAGE","1244"
"Maruthi Circle,HANUMANTHA NAGARA,OPPOSITE OF GANESHA TEMPLE, CHAMARAJA PETE","1244"
"Sri Krishna Traders","1244"
"Syndicate Bank,HANUMANTHA NAGARA,IN FRONT OF AMRIN BEDDING HOUSE","1244"
"BPL","1248"
"Makkala Koota","1254"
"Sharavathi Hotel","1254"
"Sheshadripuram College","1254"
"Jaraganahalli Cross","1258"
"Summanahalli Magadi Road,SUMANAHALLI,UNDER THE FLYOVER","1258"
"Roopena Agrahar","1262"
"Shirke KHB Quarters","1268"
"S R S Jalahalli Cross","1270"
"Yediyur","1280"
"Rajaji Nagara Entrance,RAJAJI NAGARA,OPPOSITE OF M.E.POLYTECHNIC COLLEGE","1282"
"Rajeshwari Talkies","1292"
"Hoysala Circle Kengeri Satellite Town,KENGERI UPANAGARA","1294"
"KODIHALLI","1296"
"Vijayanagara,VIJAYANAGARA,IN FRONT OF INDRAPRASTHA HOTEL","1300"
"Malleshwaram Circle,KC GENERAL HOSPITAL,BESIDE MALLESHWARAM GROUND","1304"
"Maratahalli","1306"
"Gokula,MATHIKERE,OPPOSITE OF VENKATESHWARA SWAMY TEMPLE","1308"
"Deepak Nursing Home","1310"
"St John Hospital","1318"
"Military Accounts Office","1320"
"Shivananda store,KUMARA PARK EAST,BESIDE KHADI EMPORIUM","1320"
"Manu Vana Vijayanagara,VIJAYANAGARA,BESIDE STATE BANK INDIA","1322"
"Kengeri Satalite Town Society","1326"
"Manipal Hospital","1334"
"Singasandra","1334"
"Spice Garden","1334"
"System Jalahalli Cross,PEENYA INDUSTRIAL AREA,IN FRONT OF SISTEMS MANUFACTURING PVT LTD","1340"
"TVS Cross ,PEENYA INDUSTRIAL AREA,IN FRONT OF MALLIPORE LIMITED","1340"
"Hosa Road","1342"
"TV Tower Munireddy palya","1354"
"Chamarajapet,CHAMARAJA PETE,BESIDE VENKUS & CO. PETROL BUNK","1356"
"Helicopter Division","1360"
"Yelahanka Police Station","1362"
"Garvebhavi Palya","1364"
"Maruthi mandira,VIJAYANAGARA,BESIDE MATHA AIR TRAVELS","1366"
"Makkala Koota,KEMPEGOWDA HOSPITAL","1370"
"Veternary College","1372"
"Kudlu Gate","1376"
"MICO Checkpost","1376"
"GKVK","1382"
"Peenya 2nd stage,PEENYA 2ND STAGE,IN FRONT OF M.P.P.TEHNOLOGIES PVT LTD","1388"
"HAL Kalyanamantapa","1392"
"Byatarayana Pura","1398"
"Vijayanagara TTMC,TTMC","1402"
"Jn of Kommaghatta Road","1404"
"Railway Station Kengeri","1404"
"Kempegowda Bus Station,MAJESTIC,BESIDE AMAR HOTEL","1406"
"Domlur","1412"
"Canara Bank Hebbal","1420"
"Maratahalli Bridge","1424"
"Central,SHESHADRI PURAM,OPPOSITE TO HOTEL GREEN ARCHID","1428"
"IIM Appolo Hospital","1428"
"Borewell","1440"
"Harishchandra Ghat,GAYTRI NAGARA,BESIDE INDIAN OIL PETROL BUNK","1442"
"Ananda Rao Circle,NEHARU NAGARA,JANATHA DALA(S) OFFICE","1454"
"JP Nagara 3rd Phase","1456"
